age,gender,location,tenure_months,monthly_charges,total_charges,contract_type,internet_service,phone_service,online_security,tech_support,payment_method,churn,satisfaction_score,support_tickets,last_contact_day,last_contact_month,last_contact_year,last_contact_week,last_contact_week_of_year,valid_email,email_domain
40.0,other,other,47.64214999515012,90.54037106739806,4313.537939009529,monthly,fiber optic,yes,,yes,electronic check,no,8.0,3.0,,,,,,1,outlook.com
65.0,male,mumbai,43.37198574950478,95.44038397327547,4139.438973616168,monthly,fiber optic,,no,yes,electronic check,no,7.0,5.0,,,,,,0,invalid
27.0,female,,46.78715117961351,47.39259218474864,2217.3643753416045,monthly,no internet,yes,no,no internet service,bank transfer (automatic),yes,7.0,0.0,3.0,9.0,2024.0,1.0,36,1,outlook.com
43.0,,other,13.260219985897455,20.88590251367137,276.951661935291,monthly,no internet,no,no,no internet service,bank transfer (automatic),no,8.0,2.0,27.0,10.0,2023.0,4.0,43,0,invalid
46.0,,pune,0.9654627196372034,62.55048795879842,60.39016421933567,1 year,no internet,,no,no,electronic check,no,5.0,0.0,21.0,11.0,2023.0,1.0,47,0,invalid
27.0,female,bangalore,1.8971710211488888,72.5322500468283,137.60608288756777,monthly,dsl,,yes,no,electronic check,yes,3.0,4.0,4.0,7.0,2024.0,3.0,27,0,invalid
52.0,other,other,1.356178664089024,32.22180514965768,43.69852466239959,monthly,no internet,no,no,no internet service,credit card (automatic),no,6.0,1.0,29.0,5.0,2023.0,0.0,22,0,invalid
34.0,female,other,18.112617173929664,71.67264748786143,1298.1792257896457,monthly,dsl,no,no,yes,electronic check,yes,8.0,4.0,20.0,9.0,2023.0,2.0,38,1,hotmail.com
34.0,male,other,11.561972364511451,35.29280842568751,408.0544756837959,monthly,dsl,no,no,yes,mailed check,no,7.0,2.0,,,,,,1,yahoo.com
30.0,male,other,3.2713733115495383,59.42834815880266,194.41231211618117,monthly,dsl,no,no,no,credit card (automatic),yes,4.0,2.0,6.0,5.0,2023.0,5.0,18,0,invalid
28.0,male,other,48.47210958939944,19.267039209769244,933.9140360391907,monthly,dsl,no,no,yes,electronic check,yes,7.0,2.0,8.0,12.0,2023.0,4.0,49,0,invalid
27.0,male,other,47.03216025934046,83.94167446980418,3947.9582861012177,monthly,fiber optic,no,yes,no,electronic check,yes,8.0,2.0,9.0,8.0,2023.0,2.0,32,0,invalid
31.0,unknown,delhi,10.776820349312024,51.541754145378086,555.4562249131479,,no internet,no,no,no,credit card (automatic),no,6.0,2.0,25.0,4.0,2024.0,3.0,17,1,gmail.com
29.0,female,kolkata,2.642887884345053,34.382696734208984,90.86961262995115,monthly,no internet,yes,no,no,credit card (automatic),yes,8.0,0.0,,,,,,0,invalid
46.0,male,,34.37198675861998,32.930379070079034,1131.8825533530933,monthly,dsl,no,yes,yes,bank transfer (automatic),no,4.0,4.0,19.0,12.0,2023.0,1.0,51,1,gmail.com
36.0,,other,37.888374172459066,80.18750008210118,3038.1740070647415,monthly,fiber optic,yes,,no,electronic check,no,9.0,1.0,26.0,5.0,2024.0,6.0,21,0,invalid
57.0,male,kolkata,26.178752175266546,57.03161303691135,1493.016463849003,2 year,fiber optic,yes,no,no,credit card (automatic),no,7.0,1.0,5.0,4.0,2024.0,4.0,14,1,gmail.com
35.0,other,other,,55.88347540279023,,1 year,fiber optic,no,no,no,bank transfer (automatic),no,5.0,1.0,26.0,9.0,2023.0,1.0,39,1,yahoo.com
,,bangalore,18.325030383197195,122.41188366352615,2243.201487398517,2 year,fiber optic,no,yes,no,credit card (automatic),no,5.0,6.0,23.0,4.0,2024.0,1.0,17,1,company.in
41.0,male,bangalore,2.38518977474865,83.39090644594037,198.90313736187827,1 year,dsl,no,no,yes,credit card (automatic),no,6.0,2.0,23.0,3.0,2024.0,5.0,12,0,invalid
33.0,other,chennai,7.211443499575527,92.97451418189966,670.480455923253,monthly,fiber optic,no,no,no internet service,electronic check,yes,6.0,1.0,14.0,8.0,2023.0,0.0,33,1,outlook.com
22.0,,other,41.775631114155175,46.276232346599016,1933.218811864456,monthly,no internet,no,no,no internet service,electronic check,no,7.0,0.0,,,,,,1,yahoo.com
40.0,unknown,other,38.19833887333274,41.06512908048391,1568.6197164934754,monthly,fiber optic,yes,no,no,bank transfer (automatic),no,7.0,0.0,27.0,6.0,2023.0,1.0,26,0,invalid
48.0,other,other,22.38261670310157,99.49161933197514,2226.88278067849,monthly,fiber optic,yes,yes,no,electronic check,yes,6.0,1.0,23.0,6.0,2023.0,4.0,25,1,gmail.com
62.0,male,chennai,0.0818074005913653,87.05291862483679,7.121572986589549,monthly,no internet,no,no,yes,mailed check,no,5.0,7.0,2.0,10.0,2024.0,2.0,40,1,hotmail.com
29.0,female,chennai,29.506413362739394,28.98372374240956,855.2057335349805,monthly,dsl,no,yes,yes,bank transfer (automatic),no,7.0,1.0,4.0,3.0,2024.0,0.0,10,1,yahoo.com
34.0,,other,7.711503553381903,67.47571061686676,520.3391821889371,1 year,dsl,no,yes,yes,mailed check,no,5.0,3.0,,,,,,1,company.in
32.0,male,other,71.06604886332546,73.08004286534978,5193.509897202867,1 year,fiber optic,no,yes,no,electronic check,no,4.0,5.0,21.0,5.0,2023.0,6.0,20,1,company.in
32.0,female,other,19.971443469953723,118.66622201575704,2369.9357447806697,,,,no,no,bank transfer (automatic),yes,8.0,2.0,,,,,,1,gmail.com
25.0,male,,17.25486962429185,55.30810501750497,954.3341412436902,monthly,dsl,no,no,no,mailed check,yes,6.0,1.0,,,,,,1,gmail.com
65.0,female,other,39.34245161246064,121.83259689639988,4793.193048217035,2 year,fiber optic,yes,yes,no,credit card (automatic),no,9.0,0.0,27.0,8.0,2023.0,6.0,34,1,outlook.com
41.0,male,delhi,16.61966220699834,22.790365042194644,378.7681685754584,2 year,no internet,yes,no,no,electronic check,no,7.0,0.0,23.0,9.0,2023.0,5.0,38,1,outlook.com
46.0,male,,67.4892202138415,97.06578084037268,6550.893858364389,monthly,fiber optic,no,no,no,mailed check,no,9.0,4.0,,,,,,1,company.in
50.0,other,,44.73721151529486,104.21427692979768,4662.256149921872,monthly,no internet,no,no,no,electronic check,yes,9.0,2.0,,,,,,1,gmail.com
25.0,female,,,34.19545287701304,,monthly,dsl,,yes,no,electronic check,yes,6.0,2.0,,,,,,0,invalid
42.0,male,other,,75.14820599457266,,monthly,fiber optic,no,yes,yes,electronic check,no,8.0,2.0,1.0,12.0,2024.0,6.0,48,0,invalid
46.0,female,other,42.35646236108612,104.54766309534406,4428.269156837454,monthly,fiber optic,yes,no,no,bank transfer (automatic),no,7.0,2.0,26.0,1.0,2024.0,4.0,4,1,yahoo.com
34.0,other,other,12.810430456430089,40.95965215155266,524.7107754070324,1 year,fiber optic,no,no,no internet service,mailed check,no,6.0,0.0,,,,,,0,invalid
32.0,male,delhi,16.91758644514531,38.99739158231175,659.7417432289411,monthly,dsl,no,no,no,mailed check,yes,6.0,3.0,11.0,12.0,2023.0,0.0,50,0,invalid
32.0,,delhi,0.9005474751134316,90.15786766871956,81.19144009067628,1 year,no internet,no,no,yes,credit card (automatic),yes,5.0,2.0,20.0,2.0,2024.0,1.0,8,0,invalid
28.0,male,chennai,9.741411125634926,99.37033628512964,968.0072994460459,2 year,fiber optic,no,no,no,electronic check,yes,4.0,8.0,11.0,2.0,2023.0,5.0,6,0,invalid
58.0,female,other,49.81525716727391,41.47311758916206,2065.994018232699,1 year,dsl,yes,no,no internet service,credit card (automatic),no,7.0,1.0,13.0,1.0,2024.0,5.0,2,1,yahoo.com
35.0,other,delhi,69.18524662163497,87.50439836439845,6054.013381318699,monthly,fiber optic,no,yes,no,electronic check,yes,6.0,1.0,1.0,10.0,2024.0,1.0,40,1,outlook.com
33.0,other,,16.001366233417105,33.47900208657012,535.7097735165439,2 year,dsl,yes,no,yes,credit card (automatic),no,4.0,1.0,16.0,8.0,2023.0,2.0,33,1,gmail.com
45.0,male,mumbai,51.27362133435403,87.75039931830426,4499.280746585091,2 year,dsl,no,yes,yes,bank transfer (automatic),no,7.0,1.0,,,,,,0,invalid
57.0,,other,5.563646151385414,80.2543024582695,446.5065410040721,monthly,fiber optic,yes,yes,yes,electronic check,yes,6.0,0.0,,,,,,1,outlook.com
35.0,other,other,18.42982856569657,24.443429086998098,450.488207631136,monthly,no internet,yes,yes,yes,credit card (automatic),no,6.0,1.0,21.0,12.0,2023.0,3.0,51,1,hotmail.com
43.0,other,other,39.56940749320097,94.02635362351018,3720.5671016284878,2 year,fiber optic,no,no,no,electronic check,yes,5.0,2.0,3.0,10.0,2024.0,3.0,40,0,invalid
33.0,female,other,8.162148782078873,69.49388224470754,567.2194063255722,monthly,dsl,no,yes,no,credit card (automatic),yes,5.0,1.0,11.0,10.0,2023.0,2.0,41,0,invalid
0.0,,other,5.28152751286699,50.61054107278953,267.30096511702277,monthly,dsl,yes,no,yes,electronic check,yes,5.0,3.0,23.0,9.0,2023.0,5.0,38,1,gmail.com
56.0,female,delhi,18.183628618200647,70.33188207997513,1278.888823761349,monthly,no internet,no,no,no internet service,electronic check,no,6.0,0.0,,,,,,1,gmail.com
52.0,male,other,64.99236951175362,118.22493260477508,7683.7185053517105,monthly,fiber optic,no,no,yes,bank transfer (automatic),yes,7.0,1.0,30.0,4.0,2024.0,1.0,18,1,hotmail.com
29.0,female,other,30.590417913330803,55.02200200499043,1683.1460357607828,monthly,dsl,yes,no,no,electronic check,no,6.0,1.0,,,,,,1,yahoo.com
52.0,female,delhi,3.771135459577192,48.99637095343974,184.77195189311453,monthly,,no,no,no,mailed check,yes,6.0,1.0,,,,,,1,yahoo.com
37.0,,delhi,4.636330336327479,63.1264819170887,292.6752231378263,monthly,dsl,no,yes,no,electronic check,yes,5.0,6.0,29.0,4.0,2023.0,5.0,17,0,invalid
36.0,other,mumbai,29.97020438095115,55.63643016501047,1667.4351830718792,monthly,dsl,yes,no,yes,electronic check,no,4.0,2.0,21.0,9.0,2023.0,3.0,38,0,invalid
74.0,male,other,3.727476390400816,34.899099081963406,130.0855678742774,monthly,no internet,no,no,no internet service,bank transfer (automatic),yes,3.0,9.0,13.0,11.0,2023.0,0.0,46,1,gmail.com
72.0,female,hyderabad,13.409061183999713,56.90978875980322,763.1068394487005,1 year,no internet,no,no,no internet service,credit card (automatic),no,3.0,1.0,1.0,2.0,2024.0,3.0,5,0,invalid
36.0,female,delhi,21.33353286696412,122.65640209539232,2616.694385445619,monthly,fiber optic,no,no,no,credit card (automatic),yes,7.0,1.0,29.0,5.0,2023.0,0.0,22,1,outlook.com
48.0,male,bangalore,39.63155964701129,59.78771601650679,2369.480433466761,monthly,no internet,no,no,no,bank transfer (automatic),yes,8.0,1.0,20.0,7.0,2023.0,3.0,29,1,company.in
54.0,,delhi,15.921517129613804,70.38828546837122,1120.688292808819,2 year,fiber optic,no,yes,no,bank transfer (automatic),no,8.0,2.0,25.0,5.0,2023.0,3.0,21,0,invalid
44.0,other,other,22.211316792240886,49.10617068201651,1090.7127134721204,monthly,dsl,no,no,no,bank transfer (automatic),yes,3.0,2.0,24.0,6.0,2023.0,5.0,25,1,outlook.com
22.0,,mumbai,16.348669806482754,97.27961887170846,1590.39236783405,monthly,dsl,yes,yes,no,bank transfer (automatic),yes,6.0,1.0,,,,,,1,company.in
41.0,other,other,1.4087353215766238,98.15702323400691,138.27726569056287,monthly,fiber optic,yes,no,no internet service,electronic check,yes,4.0,4.0,5.0,7.0,2024.0,4.0,27,1,gmail.com
37.0,unknown,other,,67.62459998189847,,2 year,dsl,yes,yes,yes,mailed check,no,6.0,2.0,5.0,9.0,2023.0,1.0,36,1,outlook.com
25.0,,,32.630675151967296,121.43935315618371,3962.648083504465,monthly,fiber optic,yes,yes,,electronic check,yes,8.0,1.0,,,,,,0,invalid
31.0,,other,49.3075213125253,18.44305505388249,909.3813301373883,monthly,no internet,,no,no internet service,bank transfer (automatic),no,8.0,1.0,24.0,5.0,2023.0,2.0,21,1,gmail.com
52.0,male,other,39.69593285537723,19.92158870363584,790.8060475519699,2 year,no internet,no,no,no internet service,mailed check,no,10.0,1.0,29.0,11.0,2023.0,2.0,48,1,hotmail.com
21.0,other,other,9.33301254211302,65.80706651800496,614.178177172206,,fiber optic,no,no,yes,credit card (automatic),yes,9.0,,30.0,10.0,2023.0,0.0,44,1,hotmail.com
36.0,,mumbai,62.49503523787455,58.60150276685616,3662.302980407079,2 year,dsl,yes,no,no,electronic check,no,8.0,3.0,13.0,7.0,2023.0,3.0,28,0,invalid
47.0,female,delhi,31.73611522816971,70.78573178325883,2246.464140383817,monthly,dsl,,no,no,electronic check,yes,8.0,1.0,5.0,12.0,2023.0,1.0,49,1,company.in
38.0,other,other,3.127981059119008,66.06471930530154,206.64919066299709,monthly,fiber optic,no,no,yes,bank transfer (automatic),no,3.0,6.0,,,,,,0,invalid
18.0,,bangalore,35.57269668099793,52.36971460996104,1862.93197309057,1 year,dsl,yes,yes,yes,mailed check,no,5.0,6.0,9.0,1.0,2023.0,0.0,2,0,invalid
18.0,female,other,12.062175768814967,37.92340230528968,457.43874435788683,2 year,fiber optic,yes,no,no internet service,credit card (automatic),no,7.0,0.0,1.0,10.0,2024.0,1.0,40,0,invalid
37.0,female,other,59.52490190671856,40.74709614443023,2425.4669009808395,monthly,fiber optic,no,,no internet service,electronic check,yes,3.0,6.0,,,,,,0,invalid
36.0,,other,18.351151843452765,52.78364108679769,968.6406124341365,monthly,no internet,no,no,no,mailed check,yes,7.0,1.0,29.0,6.0,2023.0,3.0,26,1,gmail.com
26.0,other,delhi,17.58408504858709,54.278377023232416,954.4355978757942,2 year,dsl,yes,no,yes,bank transfer (automatic),no,6.0,3.0,23.0,9.0,2023.0,5.0,38,0,invalid
31.0,female,mumbai,3.72907047200841,52.67772161249444,196.43893619783225,monthly,fiber optic,,yes,no,bank transfer (automatic),yes,7.0,3.0,23.0,3.0,2024.0,5.0,12,1,outlook.com
20.0,female,pune,5.244959139360351,74.4018855205708,390.2348494467604,1 year,dsl,yes,yes,yes,bank transfer (automatic),yes,4.0,8.0,,,,,,1,company.in
27.0,male,other,,60.63686119980735,,1 year,fiber optic,yes,yes,yes,credit card (automatic),no,6.0,3.0,6.0,11.0,2023.0,0.0,45,1,gmail.com
45.0,male,mumbai,12.347976427755787,63.633891585480406,785.7497933038794,1 year,fiber optic,yes,yes,no,bank transfer (automatic),yes,6.0,1.0,20.0,3.0,2024.0,2.0,12,1,company.in
33.0,,other,59.28601033100137,29.46678629492059,1746.9681967020715,2 year,no internet,no,no,no,bank transfer (automatic),no,7.0,1.0,31.0,12.0,2023.0,6.0,52,0,invalid
34.0,other,,19.286011918449,55.89752745414162,1078.0403806924053,monthly,dsl,no,yes,no,mailed check,no,8.0,0.0,5.0,9.0,2023.0,1.0,36,1,yahoo.com
42.0,,other,56.67526910504293,70.08742477131767,3972.223659793881,,dsl,yes,yes,no,credit card (automatic),no,7.0,0.0,29.0,2.0,2024.0,3.0,9,1,hotmail.com
37.0,male,other,54.2067858270875,48.09436007851402,2607.0406762668367,1 year,dsl,yes,yes,yes,electronic check,no,3.0,2.0,20.0,12.0,2023.0,2.0,51,0,invalid
47.0,female,pune,19.72699494432917,44.12951425346832,870.5427045738717,monthly,no internet,yes,no,no internet service,mailed check,yes,2.0,8.0,,,,,,0,invalid
29.0,female,bangalore,68.07020090596609,67.23570131734243,4576.747696725029,monthly,no internet,no,yes,no internet service,credit card (automatic),no,6.0,2.0,,,,,,0,invalid
42.0,,other,19.072905960927017,63.85505833024572,1217.901522662286,1 year,fiber optic,yes,yes,no,electronic check,yes,5.0,3.0,22.0,7.0,2023.0,5.0,29,1,gmail.com
18.0,male,other,,103.14974867389728,,monthly,no internet,no,no,no internet service,mailed check,yes,5.0,1.0,21.0,12.0,2023.0,3.0,51,1,gmail.com
29.0,male,kolkata,70.27388080163715,76.27967761232338,5360.468972115723,monthly,fiber optic,yes,yes,no,mailed check,no,3.0,3.0,,,,,,0,invalid
59.0,female,other,64.05668546149008,114.33254275057112,7323.763728985702,2 year,fiber optic,yes,,no,electronic check,no,10.0,1.0,,,,,,1,company.in
63.0,male,other,40.650710757986765,34.338318869341805,1395.8770682731329,2 year,dsl,yes,no,no internet service,mailed check,no,8.0,3.0,1.0,5.0,2024.0,2.0,18,1,company.in
44.0,female,delhi,0.2959242461514048,86.64624643667699,25.64072515862248,monthly,fiber optic,yes,yes,yes,credit card (automatic),yes,6.0,0.0,6.0,9.0,2023.0,2.0,36,0,invalid
43.0,other,delhi,1.1273292187186177,55.634216502909645,62.71807782424756,1 year,fiber optic,no,no,yes,bank transfer (automatic),yes,5.0,3.0,,,,,,0,invalid
57.0,,mumbai,39.13957443308237,46.67449804081948,1826.8199901954115,monthly,no internet,yes,no,no,electronic check,yes,4.0,9.0,11.0,11.0,2023.0,5.0,45,1,outlook.com
53.0,unknown,other,26.54593866005178,47.57643001098252,1262.9609927357887,1 year,dsl,,yes,no,electronic check,yes,7.0,1.0,8.0,1.0,2023.0,6.0,1,1,gmail.com
36.0,female,other,3.229868589939655,89.07590793490351,287.7034771593013,monthly,fiber optic,no,yes,yes,electronic check,no,7.0,1.0,25.0,5.0,2024.0,5.0,21,1,hotmail.com
33.0,male,,33.697497300796186,62.07782097829923,2091.8672048555472,monthly,dsl,no,no,yes,electronic check,no,6.0,4.0,1.0,4.0,2024.0,0.0,14,1,outlook.com
30.0,other,other,31.06635442965652,51.17009294640433,1589.668243671464,monthly,fiber optic,no,yes,no,bank transfer (automatic),yes,5.0,5.0,13.0,4.0,2024.0,5.0,15,1,yahoo.com
45.0,other,hyderabad,8.21896832090214,66.76477298567443,548.7375541214811,monthly,no internet,yes,,no,electronic check,yes,4.0,6.0,22.0,5.0,2024.0,2.0,21,1,outlook.com
25.0,female,other,13.35608929751087,115.2213951929602,1538.9072431809661,monthly,fiber optic,yes,yes,no,electronic check,yes,7.0,2.0,27.0,12.0,2023.0,2.0,52,0,invalid
43.0,male,other,32.52944592561085,76.82039198524613,2498.9247870682934,2 year,fiber optic,,yes,yes,credit card (automatic),no,5.0,4.0,8.0,6.0,2023.0,3.0,23,0,invalid
50.0,female,other,66.72885638640635,19.91603612704084,1328.9743145077887,monthly,no internet,,no,no,electronic check,yes,9.0,1.0,,,,,,1,gmail.com
37.0,female,other,2.2431354438972417,52.75277650456827,118.33162274138672,monthly,dsl,yes,no,no internet service,mailed check,yes,5.0,2.0,,,,,,1,hotmail.com
48.0,female,other,2.8544522972745434,115.55749036883628,329.85334385060565,2 year,fiber optic,yes,no,yes,bank transfer (automatic),no,1.0,1.0,18.0,5.0,2024.0,5.0,20,0,invalid
34.0,other,,45.67753014431992,79.64122861638054,3637.8146208553962,monthly,fiber optic,yes,no,no,electronic check,no,8.0,0.0,12.0,6.0,2023.0,0.0,24,1,outlook.com
49.0,female,mumbai,0.3426547446783669,89.29336608452115,30.59679555716354,monthly,no internet,yes,no,no internet service,mailed check,yes,6.0,1.0,26.0,5.0,2023.0,4.0,21,0,invalid
37.0,male,delhi,13.69472252740305,107.80068328005385,1476.3004457847946,2 year,fiber optic,no,no,no,credit card (automatic),yes,7.0,2.0,24.0,2.0,2024.0,5.0,8,0,invalid
57.0,,other,25.958729275677268,78.98806453711128,2050.429783328596,monthly,fiber optic,yes,no,no,electronic check,yes,4.0,7.0,17.0,5.0,2023.0,2.0,20,0,invalid
37.0,other,delhi,1.9651438148513216,58.905592285885845,115.7579603407623,1 year,dsl,no,no,no,mailed check,yes,2.0,7.0,16.0,10.0,2023.0,0.0,42,0,invalid
37.0,,mumbai,61.5232670294949,20.97191720474232,1290.26086230782,2 year,no internet,yes,no,no,credit card (automatic),no,8.0,1.0,,,,,,1,gmail.com
44.0,,other,3.077266827012997,49.86094897310642,153.43544423832813,1 year,dsl,no,yes,yes,bank transfer (automatic),no,5.0,3.0,22.0,6.0,2023.0,3.0,25,0,invalid
51.0,female,other,28.39385563023069,23.430633997470608,665.2860390489554,monthly,no internet,yes,no,yes,electronic check,yes,6.0,3.0,12.0,10.0,2023.0,3.0,41,1,yahoo.com
46.0,,,12.068800647264224,111.69747122685688,1348.0545130404673,monthly,dsl,yes,no,no,electronic check,yes,7.0,1.0,7.0,7.0,2023.0,4.0,27,1,gmail.com
33.0,,pune,22.029650438145936,45.27533167531623,997.3997302783328,monthly,no internet,no,no,,electronic check,yes,2.0,6.0,,,,,,1,hotmail.com
34.0,female,,22.44260958458152,31.41133666378022,704.9523652750707,monthly,no internet,no,no,no internet service,electronic check,yes,2.0,6.0,30.0,4.0,2023.0,6.0,17,1,gmail.com
27.0,female,delhi,66.78860607082689,73.54288942854166,4911.827071353247,monthly,no internet,no,yes,no internet service,mailed check,yes,8.0,0.0,21.0,7.0,2023.0,4.0,29,1,company.in
27.0,,other,31.78933979487443,60.42362012743016,1920.826991867291,monthly,dsl,yes,no,no internet service,mailed check,no,4.0,1.0,,,,,,1,gmail.com
29.0,female,other,43.115729016819785,,,2 year,no internet,no,no,no internet service,electronic check,no,5.0,0.0,7.0,3.0,2023.0,1.0,10,1,hotmail.com
41.0,female,other,19.42202218978536,98.38388741199712,1910.8140444331525,monthly,fiber optic,no,yes,,mailed check,yes,2.0,7.0,,,,,,0,invalid
35.0,male,other,48.75247235505209,30.23474561419411,1474.0185997180308,monthly,fiber optic,no,no,yes,electronic check,yes,5.0,5.0,,,,,,0,invalid
35.0,other,bangalore,37.05858277849629,76.16737578041682,2822.65500037941,2 year,fiber optic,no,yes,no,bank transfer (automatic),no,7.0,1.0,,,,,,0,invalid
35.0,male,,61.62942373614245,34.91953055089872,2152.070544988509,,no internet,yes,,no,mailed check,no,6.0,1.0,10.0,6.0,2023.0,5.0,23,1,yahoo.com
46.0,male,other,10.68350610106718,53.769803541870296,574.450024192755,monthly,no internet,no,yes,no,electronic check,yes,4.0,6.0,18.0,3.0,2024.0,0.0,12,1,gmail.com
53.0,female,delhi,3.673841396291704,37.6267538738513,138.23472598983415,,no internet,yes,,no,credit card (automatic),no,7.0,1.0,30.0,8.0,2023.0,2.0,35,1,hotmail.com
36.0,female,other,50.83691144504652,92.12361935922672,4683.280279362182,1 year,dsl,no,no,no,electronic check,yes,5.0,2.0,21.0,8.0,2023.0,0.0,34,1,company.in
33.0,male,other,11.551437148680472,121.2939044050562,1401.1189132530642,,fiber optic,no,yes,yes,credit card (automatic),yes,1.0,5.0,22.0,10.0,2023.0,6.0,42,1,gmail.com
26.0,male,chennai,43.337204188568094,42.57467480033378,1845.0673750839496,monthly,no internet,no,no,no,bank transfer (automatic),yes,6.0,3.0,16.0,5.0,2023.0,1.0,20,1,gmail.com
36.0,other,other,67.43646744541637,119.41817394713998,8053.139799777374,1 year,dsl,,no,no,credit card (automatic),yes,6.0,2.0,28.0,2.0,2024.0,2.0,9,1,company.in
28.0,,chennai,5.642157204720073,60.82291469942043,343.1724463834094,monthly,no internet,no,no,no internet service,credit card (automatic),yes,2.0,7.0,30.0,4.0,2024.0,1.0,18,1,hotmail.com
30.0,male,chennai,26.71880089721268,93.45271782031612,2496.944560744426,2 year,dsl,no,no,no,bank transfer (automatic),no,4.0,3.0,17.0,7.0,2023.0,0.0,29,1,gmail.com
32.0,,other,14.103869194237388,54.70288901336594,771.5223911913988,monthly,dsl,no,yes,no internet service,electronic check,yes,8.0,5.0,20.0,5.0,2023.0,5.0,20,1,yahoo.com
56.0,male,pune,13.901980474593252,26.33966591537977,366.17352126291894,monthly,no internet,yes,no,no,electronic check,yes,6.0,0.0,,,,,,1,gmail.com
26.0,female,kolkata,60.61480169878277,,,monthly,dsl,no,,yes,mailed check,no,7.0,1.0,13.0,3.0,2024.0,2.0,11,0,invalid
32.0,male,chennai,26.737162578516784,63.10058749659838,1687.1306666964742,monthly,dsl,no,yes,no,mailed check,yes,4.0,4.0,8.0,2.0,2023.0,2.0,6,1,outlook.com
47.0,female,delhi,63.4406140425964,91.28510962582844,5791.183407608283,2 year,dsl,yes,,no,mailed check,no,7.0,3.0,5.0,4.0,2023.0,2.0,14,1,outlook.com
21.0,female,kolkata,10.20013559904388,30.08264731296932,306.8470817705001,monthly,no internet,no,yes,no,bank transfer (automatic),yes,3.0,5.0,,,,,,1,hotmail.com
32.0,other,delhi,49.728679877744455,64.85321489537962,3225.0647625749016,1 year,no internet,no,no,no internet service,credit card (automatic),no,9.0,1.0,16.0,8.0,2023.0,2.0,33,0,invalid
55.0,other,chennai,53.20398569322002,82.63013956591746,4396.252763293846,1 year,dsl,,yes,yes,bank transfer (automatic),no,10.0,2.0,12.0,11.0,2023.0,6.0,45,1,company.in
42.0,other,kolkata,20.86746067162648,113.5795264187505,2370.1163006452366,2 year,fiber optic,no,no,no,credit card (automatic),no,4.0,2.0,,,,,,1,gmail.com
29.0,other,chennai,55.040822386756105,84.16130717715626,4632.30756017508,2 year,fiber optic,yes,no,no,credit card (automatic),no,10.0,2.0,14.0,9.0,2023.0,3.0,37,0,invalid
46.0,,hyderabad,29.56873659658697,124.95001184886304,3694.613988099452,monthly,fiber optic,no,yes,,electronic check,yes,4.0,4.0,30.0,11.0,2023.0,3.0,48,0,invalid
18.0,male,mumbai,18.26385156979747,46.10789027654108,842.1076642072543,1 year,no internet,no,,no,mailed check,no,8.0,1.0,2.0,8.0,2023.0,2.0,31,1,gmail.com
37.0,female,,24.85222656833005,37.60106084605283,934.470083355669,monthly,no internet,yes,no,no internet service,credit card (automatic),no,9.0,2.0,26.0,8.0,2023.0,5.0,34,1,company.in
54.0,male,chennai,1.6729291443373706,122.2851437507456,204.5743809001072,1 year,fiber optic,,no,no internet service,credit card (automatic),yes,6.0,3.0,26.0,10.0,2023.0,3.0,43,0,invalid
35.0,male,mumbai,33.03904395873009,51.77894010435831,1710.7266782443467,monthly,dsl,yes,yes,yes,electronic check,no,6.0,1.0,21.0,5.0,2024.0,1.0,21,1,gmail.com
36.0,male,,44.83543532471983,48.62822283124503,2180.267539706351,monthly,fiber optic,yes,yes,no,,yes,4.0,8.0,27.0,9.0,2023.0,2.0,39,1,company.in
35.0,female,other,16.37147475286099,24.9441363037138,408.37229772817375,monthly,dsl,yes,yes,yes,credit card (automatic),no,7.0,1.0,27.0,9.0,2023.0,2.0,39,0,invalid
44.0,,other,27.992288242195016,77.82067037145704,2178.378636238671,monthly,no internet,,no,no,mailed check,yes,6.0,2.0,5.0,11.0,2023.0,6.0,44,1,hotmail.com
52.0,female,other,41.301663269947625,32.34275094703362,1335.8094088381622,monthly,,no,no,yes,bank transfer (automatic),no,9.0,2.0,,,,,,1,hotmail.com
31.0,female,other,10.5906962660035,109.50685586387168,1159.7538494992891,1 year,fiber optic,no,no,yes,mailed check,no,7.0,1.0,2.0,8.0,2024.0,4.0,31,1,gmail.com
34.0,female,bangalore,28.558627383115613,96.14905594280984,2745.885061909044,2 year,fiber optic,no,no,yes,mailed check,no,6.0,3.0,20.0,9.0,2023.0,2.0,38,1,yahoo.com
33.0,other,bangalore,14.491718526148844,20.20867909705436,292.85848925977956,monthly,fiber optic,,yes,no,electronic check,yes,7.0,0.0,16.0,2.0,2024.0,4.0,7,0,invalid
42.0,female,,15.570713652535357,110.5130619883074,1720.7672430848243,1 year,fiber optic,no,yes,no internet service,bank transfer (automatic),yes,2.0,7.0,24.0,5.0,2023.0,2.0,21,0,invalid
35.0,male,mumbai,0.936522680613252,113.50960145551888,106.30431623046442,,fiber optic,no,yes,yes,electronic check,yes,4.0,2.0,,,,,,0,invalid
44.0,male,other,9.38575067891497,55.25073127548523,518.569588579434,monthly,no internet,yes,no,no,electronic check,yes,5.0,8.0,15.0,10.0,2023.0,6.0,41,1,company.in
19.0,female,other,46.83591531661199,75.50275506295739,3536.2406422995696,monthly,fiber optic,no,no,no,mailed check,yes,8.0,1.0,28.0,5.0,2024.0,1.0,22,1,outlook.com
